responseTime,trial,targetWord,chosenWord,chosenCategory,chosenPosition,subjID,order,correct,german,aoa_german_comb,group,sex,age,age_group,source,postcode
5151,25,ladder,ladder,target,upper-right,EGM9rFZN,orderA,1,leiter,4.47,middle,f,4.698151950718686,4,mpi,04103
4918,26,battery,battery,target,lower-right,EGM9rFZN,orderA,1,batterie,5.94,middle,f,4.698151950718686,4,mpi,04103
5946,27,elk,elk,target,upper-left,EGM9rFZN,orderA,1,elch,6.28,high,f,4.698151950718686,4,mpi,04103
12832,28,choir,choir,target,upper-right,EGM9rFZN,orderA,1,chor,7.19,high,f,4.698151950718686,4,mpi,04103
6817,29,kangaroo,kangaroo,target,lower-left,EGM9rFZN,orderA,1,känguru,5.89,middle,f,4.698151950718686,4,mpi,04103
3930,30,ventilator,ventilator,target,upper-right,EGM9rFZN,orderA,1,ventilator,6.59,high,f,4.698151950718686,4,mpi,04103
26809,31,arugula,brusselsprouts,dist1,lower-left,EGM9rFZN,orderA,0,rucola,6.18,high,f,4.698151950718686,4,mpi,04103
3159,32,flag,flag,target,lower-right,EGM9rFZN,orderA,1,flagge,5.86,middle,f,4.698151950718686,4,mpi,04103
9349,33,giraffe,giraffe,target,upper-left,EGM9rFZN,orderA,1,giraffe,3.79,middle,f,4.698151950718686,4,mpi,04103
6340,34,palmtree,palmtree,target,lower-left,EGM9rFZN,orderA,1,palme,6.57,high,f,4.698151950718686,4,mpi,04103
4982,35,pineapple,pineapple,target,lower-right,EGM9rFZN,orderA,1,ananas,4.1,middle,f,4.698151950718686,4,mpi,04103
12095,36,ocean,ocean,target,upper-left,EGM9rFZN,orderA,1,ozean,6.46,high,f,4.698151950718686,4,mpi,04103
5663,37,gazelle,dragonfly,dist2,upper-left,EGM9rFZN,orderA,0,gazelle,6.31,high,f,4.698151950718686,4,mpi,04103
13796,38,ruler,ruler,target,lower-left,EGM9rFZN,orderA,1,lineal,4.9,middle,f,4.698151950718686,4,mpi,04103
5651,39,badger,raccoon,dist1,lower-right,EGM9rFZN,orderA,0,dachs,6.17,high,f,4.698151950718686,4,mpi,04103
7957,40,chanterelle,diamond,dist3,upper-right,EGM9rFZN,orderA,0,pfifferling,7.13,high,f,4.698151950718686,4,mpi,04103
17858,41,ruin,ruin,target,lower-right,EGM9rFZN,orderA,1,ruine,6.21,high,f,4.698151950718686,4,mpi,04103
4958,42,labyrinth,labyrinth,target,lower-left,EGM9rFZN,orderA,1,labyrinth,6.63,high,f,4.698151950718686,4,mpi,04103
3653,43,mushroom,mushroom,target,lower-right,EGM9rFZN,orderA,1,pilz,3.67,middle,f,4.698151950718686,4,mpi,04103
6727,44,orchid,orchid,target,lower-left,EGM9rFZN,orderA,1,orchidee,9.76,high,f,4.698151950718686,4,mpi,04103
13517,45,zucchini,broccoli,dist1,lower-right,EGM9rFZN,orderA,0,zucchini,5.95,middle,f,4.698151950718686,4,mpi,04103
10838,46,kayak,kayak,target,upper-left,EGM9rFZN,orderA,1,kajak,8.82,high,f,4.698151950718686,4,mpi,04103
6112,47,lobster,lobster,target,upper-right,EGM9rFZN,orderA,1,hummer,8,high,f,4.698151950718686,4,mpi,04103
10462,48,jaguar,panther,dist1,lower-left,EGM9rFZN,orderA,0,jaguar,7.64,high,f,4.698151950718686,4,mpi,04103
9288,49,carnation,carnation,target,upper-right,EGM9rFZN,orderA,1,nelke,7.82,high,f,4.698151950718686,4,mpi,04103
9544,50,satellite,satellite,target,upper-left,EGM9rFZN,orderA,1,satellit,8.94,high,f,4.698151950718686,4,mpi,04103
8756,51,flounder,elderberry,dist2,upper-left,EGM9rFZN,orderA,0,flunder,6.95,high,f,4.698151950718686,4,mpi,04103
8837,52,cello,harp,dist1,lower-right,EGM9rFZN,orderA,0,cello,8.67,high,f,4.698151950718686,4,mpi,04103
6385,1,squirrel,squirrel,target,lower-left,eHgiVPu7,orderA,1,eichhörnchen,2.6,low,f,5.0568104038329915,5,mpi,04103
4419,2,cap,cap,target,upper-right,eHgiVPu7,orderA,1,mütze,1.95,low,f,5.0568104038329915,5,mpi,04103
3846,3,door,door,target,lower-left,eHgiVPu7,orderA,1,tür,3.12,low,f,5.0568104038329915,5,mpi,04103
3965,4,stairs,stairs,target,lower-right,eHgiVPu7,orderA,1,treppe,3.25,low,f,5.0568104038329915,5,mpi,04103
5317,5,desk,desk,target,lower-left,eHgiVPu7,orderA,1,schreibtisch,3.2,low,f,5.0568104038329915,5,mpi,04103
2780,6,strawberry,strawberry,target,upper-left,eHgiVPu7,orderA,1,erdbeere,3.47,low,f,5.0568104038329915,5,mpi,04103
2486,7,eye,eye,target,upper-left,eHgiVPu7,orderA,1,auge,2.69,low,f,5.0568104038329915,5,mpi,04103
2521,8,plane,plane,target,lower-left,eHgiVPu7,orderA,1,flugzeug,3.24,low,f,5.0568104038329915,5,mpi,04103
3034,9,paintbrush,paintbrush,target,lower-left,eHgiVPu7,orderA,1,pinsel,3.43,low,f,5.0568104038329915,5,mpi,04103
3181,10,telephone,telephone,target,upper-right,eHgiVPu7,orderA,1,telefon,3.53,middle,f,5.0568104038329915,5,mpi,04103
2560,11,snake,snake,target,upper-left,eHgiVPu7,orderA,1,schlange,2,low,f,5.0568104038329915,5,mpi,04103
2653,12,carrot,carrot,target,lower-right,eHgiVPu7,orderA,1,möhre,3.36,low,f,5.0568104038329915,5,mpi,04103
3205,13,star,star,target,upper-left,eHgiVPu7,orderA,1,stern,3.29,low,f,5.0568104038329915,5,mpi,04103
2446,14,scissors,scissors,target,upper-right,eHgiVPu7,orderA,1,schere,3.38,low,f,5.0568104038329915,5,mpi,04103
2782,15,tiger,tiger,target,upper-right,eHgiVPu7,orderA,1,tiger,3.88,middle,f,5.0568104038329915,5,mpi,04103
2307,16,bone,bone,target,lower-right,eHgiVPu7,orderA,1,knochen,4.64,middle,f,5.0568104038329915,5,mpi,04103
2625,17,apple,apple,target,upper-left,eHgiVPu7,orderA,1,apfel,2.71,low,f,5.0568104038329915,5,mpi,04103
2406,18,fish,fish,target,lower-left,eHgiVPu7,orderA,1,fisch,2.76,low,f,5.0568104038329915,5,mpi,04103
2333,19,ant,ant,target,upper-right,eHgiVPu7,orderA,1,ameise,4.6,middle,f,5.0568104038329915,5,mpi,04103
3592,20,belt,belt,target,lower-right,eHgiVPu7,orderA,1,gürtel,4.11,middle,f,5.0568104038329915,5,mpi,04103
3578,21,fryingpan,fryingpan,target,upper-left,eHgiVPu7,orderA,1,pfanne,4.16,middle,f,5.0568104038329915,5,mpi,04103
2833,22,zebra,zebra,target,upper-right,eHgiVPu7,orderA,1,zebra,3.65,middle,f,5.0568104038329915,5,mpi,04103
4010,23,needle,needle,target,upper-left,eHgiVPu7,orderA,1,nadel,4.22,middle,f,5.0568104038329915,5,mpi,04103
3952,24,bicycle,bicycle,target,upper-right,eHgiVPu7,orderA,1,fahrrad,3.8,middle,f,5.0568104038329915,5,mpi,04103
3896,25,ladder,ladder,target,upper-right,eHgiVPu7,orderA,1,leiter,4.47,middle,f,5.0568104038329915,5,mpi,04103
3204,26,battery,battery,target,lower-right,eHgiVPu7,orderA,1,batterie,5.94,middle,f,5.0568104038329915,5,mpi,04103
2957,27,elk,elk,target,upper-left,eHgiVPu7,orderA,1,elch,6.28,high,f,5.0568104038329915,5,mpi,04103
5265,28,choir,choir,target,upper-right,eHgiVPu7,orderA,1,chor,7.19,high,f,5.0568104038329915,5,mpi,04103
2560,29,kangaroo,kangaroo,target,lower-left,eHgiVPu7,orderA,1,känguru,5.89,middle,f,5.0568104038329915,5,mpi,04103
3968,30,ventilator,fan,dist1,lower-right,eHgiVPu7,orderA,0,ventilator,6.59,high,f,5.0568104038329915,5,mpi,04103
5198,31,arugula,arugula,target,lower-right,eHgiVPu7,orderA,1,rucola,6.18,high,f,5.0568104038329915,5,mpi,04103
2978,32,flag,flag,target,lower-right,eHgiVPu7,orderA,1,flagge,5.86,middle,f,5.0568104038329915,5,mpi,04103
2254,33,giraffe,giraffe,target,upper-left,eHgiVPu7,orderA,1,giraffe,3.79,middle,f,5.0568104038329915,5,mpi,04103
2905,34,palmtree,palmtree,target,lower-left,eHgiVPu7,orderA,1,palme,6.57,high,f,5.0568104038329915,5,mpi,04103
2497,35,pineapple,pineapple,target,lower-right,eHgiVPu7,orderA,1,ananas,4.1,middle,f,5.0568104038329915,5,mpi,04103
5059,36,ocean,river,dist1,lower-left,eHgiVPu7,orderA,0,ozean,6.46,high,f,5.0568104038329915,5,mpi,04103
3382,37,gazelle,gazelle,target,lower-right,eHgiVPu7,orderA,1,gazelle,6.31,high,f,5.0568104038329915,5,mpi,04103
3409,38,ruler,ruler,target,lower-left,eHgiVPu7,orderA,1,lineal,4.9,middle,f,5.0568104038329915,5,mpi,04103
3597,39,badger,badger,target,lower-left,eHgiVPu7,orderA,1,dachs,6.17,high,f,5.0568104038329915,5,mpi,04103
5765,40,chanterelle,chestnut,dist1,lower-right,eHgiVPu7,orderA,0,pfifferling,7.13,high,f,5.0568104038329915,5,mpi,04103
6168,41,ruin,ruin,target,lower-right,eHgiVPu7,orderA,1,ruine,6.21,high,f,5.0568104038329915,5,mpi,04103
4060,42,labyrinth,labyrinth,target,lower-left,eHgiVPu7,orderA,1,labyrinth,6.63,high,f,5.0568104038329915,5,mpi,04103
2876,43,mushroom,mushroom,target,lower-right,eHgiVPu7,orderA,1,pilz,3.67,middle,f,5.0568104038329915,5,mpi,04103
5021,44,orchid,orchid,target,lower-left,eHgiVPu7,orderA,1,orchidee,9.76,high,f,5.0568104038329915,5,mpi,04103
3915,45,zucchini,zucchini,target,upper-right,eHgiVPu7,orderA,1,zucchini,5.95,middle,f,5.0568104038329915,5,mpi,04103
3980,46,kayak,kayak,target,upper-left,eHgiVPu7,orderA,1,kajak,8.82,high,f,5.0568104038329915,5,mpi,04103
8584,47,lobster,lobster,target,upper-right,eHgiVPu7,orderA,1,hummer,8,high,f,5.0568104038329915,5,mpi,04103
2925,48,jaguar,jaguar,target,lower-right,eHgiVPu7,orderA,1,jaguar,7.64,high,f,5.0568104038329915,5,mpi,04103
3325,49,carnation,carnation,target,upper-right,eHgiVPu7,orderA,1,nelke,7.82,high,f,5.0568104038329915,5,mpi,04103
3618,50,satellite,cell,dist3,lower-left,eHgiVPu7,orderA,0,satellit,8.94,high,f,5.0568104038329915,5,mpi,04103
3245,51,flounder,flounder,target,lower-right,eHgiVPu7,orderA,1,flunder,6.95,high,f,5.0568104038329915,5,mpi,04103
3508,52,cello,marshmallow,dist2,upper-right,eHgiVPu7,orderA,0,cello,8.67,high,f,5.0568104038329915,5,mpi,04103
3820,1,squirrel,squirrel,target,lower-left,ERrZq2Ky,orderA,1,eichhörnchen,2.6,low,m,7.775496235455168,7,mpi,04103
2906,2,cap,cap,target,upper-right,ERrZq2Ky,orderA,1,mütze,1.95,low,m,7.775496235455168,7,mpi,04103
2528,3,door,door,target,lower-left,ERrZq2Ky,orderA,1,tür,3.12,low,m,7.775496235455168,7,mpi,04103
2578,4,stairs,stairs,target,lower-right,ERrZq2Ky,orderA,1,treppe,3.25,low,m,7.775496235455168,7,mpi,04103
3838,5,desk,desk,target,lower-left,ERrZq2Ky,orderA,1,schreibtisch,3.2,low,m,7.775496235455168,7,mpi,04103
1598,6,strawberry,strawberry,target,upper-left,ERrZq2Ky,orderA,1,erdbeere,3.47,low,m,7.775496235455168,7,mpi,04103
2830,7,eye,eye,target,upper-left,ERrZq2Ky,orderA,1,auge,2.69,low,m,7.775496235455168,7,mpi,04103
1957,8,plane,plane,target,lower-left,ERrZq2Ky,orderA,1,flugzeug,3.24,low,m,7.775496235455168,7,mpi,04103
1787,9,paintbrush,paintbrush,target,lower-left,ERrZq2Ky,orderA,1,pinsel,3.43,low,m,7.775496235455168,7,mpi,04103
2147,10,telephone,telephone,target,upper-right,ERrZq2Ky,orderA,1,telefon,3.53,middle,m,7.775496235455168,7,mpi,04103
1614,11,snake,snake,target,upper-left,ERrZq2Ky,orderA,1,schlange,2,low,m,7.775496235455168,7,mpi,04103
2115,12,carrot,carrot,target,lower-right,ERrZq2Ky,orderA,1,möhre,3.36,low,m,7.775496235455168,7,mpi,04103
2491,13,star,star,target,upper-left,ERrZq2Ky,orderA,1,stern,3.29,low,m,7.775496235455168,7,mpi,04103
2078,14,scissors,scissors,target,upper-right,ERrZq2Ky,orderA,1,schere,3.38,low,m,7.775496235455168,7,mpi,04103
1688,15,tiger,tiger,target,upper-right,ERrZq2Ky,orderA,1,tiger,3.88,middle,m,7.775496235455168,7,mpi,04103
1545,16,bone,bone,target,lower-right,ERrZq2Ky,orderA,1,knochen,4.64,middle,m,7.775496235455168,7,mpi,04103
1616,17,apple,apple,target,upper-left,ERrZq2Ky,orderA,1,apfel,2.71,low,m,7.775496235455168,7,mpi,04103
5808,18,fish,fish,target,lower-left,ERrZq2Ky,orderA,1,fisch,2.76,low,m,7.775496235455168,7,mpi,04103
1863,19,ant,ant,target,upper-right,ERrZq2Ky,orderA,1,ameise,4.6,middle,m,7.775496235455168,7,mpi,04103
1423,20,belt,belt,target,lower-right,ERrZq2Ky,orderA,1,gürtel,4.11,middle,m,7.775496235455168,7,mpi,04103
2523,21,fryingpan,fryingpan,target,upper-left,ERrZq2Ky,orderA,1,pfanne,4.16,middle,m,7.775496235455168,7,mpi,04103
2374,22,zebra,zebra,target,upper-right,ERrZq2Ky,orderA,1,zebra,3.65,middle,m,7.775496235455168,7,mpi,04103
3090,23,needle,needle,target,upper-left,ERrZq2Ky,orderA,1,nadel,4.22,middle,m,7.775496235455168,7,mpi,04103
5573,24,bicycle,bicycle,target,upper-right,ERrZq2Ky,orderA,1,fahrrad,3.8,middle,m,7.775496235455168,7,mpi,04103
5497,25,ladder,ladder,target,upper-right,ERrZq2Ky,orderA,1,leiter,4.47,middle,m,7.775496235455168,7,mpi,04103
2065,26,battery,battery,target,lower-right,ERrZq2Ky,orderA,1,batterie,5.94,middle,m,7.775496235455168,7,mpi,04103
16765,27,elk,elk,target,upper-left,ERrZq2Ky,orderA,1,elch,6.28,high,m,7.775496235455168,7,mpi,04103
13099,28,choir,orchestra,dist1,lower-right,ERrZq2Ky,orderA,0,chor,7.19,high,m,7.775496235455168,7,mpi,04103
4176,29,kangaroo,kangaroo,target,lower-left,ERrZq2Ky,orderA,1,känguru,5.89,middle,m,7.775496235455168,7,mpi,04103
4987,30,ventilator,ventilator,target,upper-right,ERrZq2Ky,orderA,1,ventilator,6.59,high,m,7.775496235455168,7,mpi,04103
15452,31,arugula,dracula,dist2,upper-left,ERrZq2Ky,orderA,0,rucola,6.18,high,m,7.775496235455168,7,mpi,04103
2786,32,flag,flag,target,lower-right,ERrZq2Ky,orderA,1,flagge,5.86,middle,m,7.775496235455168,7,mpi,04103
1919,33,giraffe,giraffe,target,upper-left,ERrZq2Ky,orderA,1,giraffe,3.79,middle,m,7.775496235455168,7,mpi,04103
2694,34,palmtree,palmtree,target,lower-left,ERrZq2Ky,orderA,1,palme,6.57,high,m,7.775496235455168,7,mpi,04103
1676,35,pineapple,pineapple,target,lower-right,ERrZq2Ky,orderA,1,ananas,4.1,middle,m,7.775496235455168,7,mpi,04103
1779,36,ocean,ocean,target,upper-left,ERrZq2Ky,orderA,1,ozean,6.46,high,m,7.775496235455168,7,mpi,04103
11928,37,gazelle,deer,dist1,upper-right,ERrZq2Ky,orderA,0,gazelle,6.31,high,m,7.775496235455168,7,mpi,04103
2039,38,ruler,ruler,target,lower-left,ERrZq2Ky,orderA,1,lineal,4.9,middle,m,7.775496235455168,7,mpi,04103
9028,39,badger,raccoon,dist1,lower-right,ERrZq2Ky,orderA,0,dachs,6.17,high,m,7.775496235455168,7,mpi,04103
14431,40,chanterelle,chanterelle,target,upper-left,ERrZq2Ky,orderA,1,pfifferling,7.13,high,m,7.775496235455168,7,mpi,04103
3982,41,ruin,ruin,target,lower-right,ERrZq2Ky,orderA,1,ruine,6.21,high,m,7.775496235455168,7,mpi,04103
3187,42,labyrinth,labyrinth,target,lower-left,ERrZq2Ky,orderA,1,labyrinth,6.63,high,m,7.775496235455168,7,mpi,04103
2325,43,mushroom,mushroom,target,lower-right,ERrZq2Ky,orderA,1,pilz,3.67,middle,m,7.775496235455168,7,mpi,04103
14154,44,orchid,orchid,target,lower-left,ERrZq2Ky,orderA,1,orchidee,9.76,high,m,7.775496235455168,7,mpi,04103
8879,45,zucchini,zucchini,target,upper-right,ERrZq2Ky,orderA,1,zucchini,5.95,middle,m,7.775496235455168,7,mpi,04103
95177,46,kayak,kayak,target,upper-left,ERrZq2Ky,orderA,1,kajak,8.82,high,m,7.775496235455168,7,mpi,04103
10152,47,lobster,lobster,target,upper-right,ERrZq2Ky,orderA,1,hummer,8,high,m,7.775496235455168,7,mpi,04103
22937,48,jaguar,panther,dist1,lower-left,ERrZq2Ky,orderA,0,jaguar,7.64,high,m,7.775496235455168,7,mpi,04103
3830,49,carnation,violets,dist1,lower-right,ERrZq2Ky,orderA,0,nelke,7.82,high,m,7.775496235455168,7,mpi,04103
3584,50,satellite,satellite,target,upper-left,ERrZq2Ky,orderA,1,satellit,8.94,high,m,7.775496235455168,7,mpi,04103
8154,51,flounder,flounder,target,lower-right,ERrZq2Ky,orderA,1,flunder,6.95,high,m,7.775496235455168,7,mpi,04103
10402,52,cello,harp,dist1,lower-right,ERrZq2Ky,orderA,0,cello,8.67,high,m,7.775496235455168,7,mpi,04103
5579,1,squirrel,squirrel,target,lower-left,eSEniSp2,orderA,1,eichhörnchen,2.6,low,f,5.568788501026694,5,mpi,04103
5695,2,cap,cap,target,upper-right,eSEniSp2,orderA,1,mütze,1.95,low,f,5.568788501026694,5,mpi,04103
4584,3,door,door,target,lower-left,eSEniSp2,orderA,1,tür,3.12,low,f,5.568788501026694,5,mpi,04103
4767,4,stairs,stairs,target,lower-right,eSEniSp2,orderA,1,treppe,3.25,low,f,5.568788501026694,5,mpi,04103
4974,5,desk,desk,target,lower-left,eSEniSp2,orderA,1,schreibtisch,3.2,low,f,5.568788501026694,5,mpi,04103
3193,6,strawberry,strawberry,target,upper-left,eSEniSp2,orderA,1,erdbeere,3.47,low,f,5.568788501026694,5,mpi,04103
3525,7,eye,eye,target,upper-left,eSEniSp2,orderA,1,auge,2.69,low,f,5.568788501026694,5,mpi,04103
2908,8,plane,plane,target,lower-left,eSEniSp2,orderA,1,flugzeug,3.24,low,f,5.568788501026694,5,mpi,04103
3280,9,paintbrush,paintbrush,target,lower-left,eSEniSp2,orderA,1,pinsel,3.43,low,f,5.568788501026694,5,mpi,04103
3020,10,telephone,telephone,target,upper-right,eSEniSp2,orderA,1,telefon,3.53,middle,f,5.568788501026694,5,mpi,04103
3226,11,snake,snake,target,upper-left,eSEniSp2,orderA,1,schlange,2,low,f,5.568788501026694,5,mpi,04103
2958,12,carrot,carrot,target,lower-right,eSEniSp2,orderA,1,möhre,3.36,low,f,5.568788501026694,5,mpi,04103
3268,13,star,star,target,upper-left,eSEniSp2,orderA,1,stern,3.29,low,f,5.568788501026694,5,mpi,04103
5892,14,scissors,scissors,target,upper-right,eSEniSp2,orderA,1,schere,3.38,low,f,5.568788501026694,5,mpi,04103
2383,15,tiger,tiger,target,upper-right,eSEniSp2,orderA,1,tiger,3.88,middle,f,5.568788501026694,5,mpi,04103
2889,16,bone,bone,target,lower-right,eSEniSp2,orderA,1,knochen,4.64,middle,f,5.568788501026694,5,mpi,04103
2427,17,apple,apple,target,upper-left,eSEniSp2,orderA,1,apfel,2.71,low,f,5.568788501026694,5,mpi,04103
2398,18,fish,fish,target,lower-left,eSEniSp2,orderA,1,fisch,2.76,low,f,5.568788501026694,5,mpi,04103
3949,19,ant,ant,target,upper-right,eSEniSp2,orderA,1,ameise,4.6,middle,f,5.568788501026694,5,mpi,04103
2506,20,belt,belt,target,lower-right,eSEniSp2,orderA,1,gürtel,4.11,middle,f,5.568788501026694,5,mpi,04103
7146,21,fryingpan,fryingpan,target,upper-left,eSEniSp2,orderA,1,pfanne,4.16,middle,f,5.568788501026694,5,mpi,04103
4478,22,zebra,zebra,target,upper-right,eSEniSp2,orderA,1,zebra,3.65,middle,f,5.568788501026694,5,mpi,04103
6348,23,needle,needle,target,upper-left,eSEniSp2,orderA,1,nadel,4.22,middle,f,5.568788501026694,5,mpi,04103
4215,24,bicycle,bicycle,target,upper-right,eSEniSp2,orderA,1,fahrrad,3.8,middle,f,5.568788501026694,5,mpi,04103
5488,25,ladder,ladder,target,upper-right,eSEniSp2,orderA,1,leiter,4.47,middle,f,5.568788501026694,5,mpi,04103
4687,26,battery,computer,dist1,upper-left,eSEniSp2,orderA,0,batterie,5.94,middle,f,5.568788501026694,5,mpi,04103
4387,27,elk,elk,target,upper-left,eSEniSp2,orderA,1,elch,6.28,high,f,5.568788501026694,5,mpi,04103
4433,28,choir,choir,target,upper-right,eSEniSp2,orderA,1,chor,7.19,high,f,5.568788501026694,5,mpi,04103
2927,29,kangaroo,kangaroo,target,lower-left,eSEniSp2,orderA,1,känguru,5.89,middle,f,5.568788501026694,5,mpi,04103
4986,30,ventilator,ventilator,target,upper-right,eSEniSp2,orderA,1,ventilator,6.59,high,f,5.568788501026694,5,mpi,04103
5720,31,arugula,brusselsprouts,dist1,lower-left,eSEniSp2,orderA,0,rucola,6.18,high,f,5.568788501026694,5,mpi,04103
3709,32,flag,flag,target,lower-right,eSEniSp2,orderA,1,flagge,5.86,middle,f,5.568788501026694,5,mpi,04103
3664,33,giraffe,giraffe,target,upper-left,eSEniSp2,orderA,1,giraffe,3.79,middle,f,5.568788501026694,5,mpi,04103
2901,34,palmtree,palmtree,target,lower-left,eSEniSp2,orderA,1,palme,6.57,high,f,5.568788501026694,5,mpi,04103
4608,35,pineapple,pineapple,target,lower-right,eSEniSp2,orderA,1,ananas,4.1,middle,f,5.568788501026694,5,mpi,04103
3845,36,ocean,ocean,target,upper-left,eSEniSp2,orderA,1,ozean,6.46,high,f,5.568788501026694,5,mpi,04103
7261,37,gazelle,astronaut,dist3,lower-left,eSEniSp2,orderA,0,gazelle,6.31,high,f,5.568788501026694,5,mpi,04103
3785,38,ruler,ruler,target,lower-left,eSEniSp2,orderA,1,lineal,4.9,middle,f,5.568788501026694,5,mpi,04103
4084,39,badger,badger,target,lower-left,eSEniSp2,orderA,1,dachs,6.17,high,f,5.568788501026694,5,mpi,04103
4940,40,chanterelle,chanterelle,target,upper-left,eSEniSp2,orderA,1,pfifferling,7.13,high,f,5.568788501026694,5,mpi,04103
7079,41,ruin,ruin,target,lower-right,eSEniSp2,orderA,1,ruine,6.21,high,f,5.568788501026694,5,mpi,04103
4500,42,labyrinth,labyrinth,target,lower-left,eSEniSp2,orderA,1,labyrinth,6.63,high,f,5.568788501026694,5,mpi,04103
4065,43,mushroom,mushroom,target,lower-right,eSEniSp2,orderA,1,pilz,3.67,middle,f,5.568788501026694,5,mpi,04103
5971,44,orchid,orchid,target,lower-left,eSEniSp2,orderA,1,orchidee,9.76,high,f,5.568788501026694,5,mpi,04103
6135,45,zucchini,zucchini,target,upper-right,eSEniSp2,orderA,1,zucchini,5.95,middle,f,5.568788501026694,5,mpi,04103
5628,46,kayak,boomerang,dist3,lower-right,eSEniSp2,orderA,0,kajak,8.82,high,f,5.568788501026694,5,mpi,04103
5697,47,lobster,lobster,target,upper-right,eSEniSp2,orderA,1,hummer,8,high,f,5.568788501026694,5,mpi,04103
3656,48,jaguar,jaguar,target,lower-right,eSEniSp2,orderA,1,jaguar,7.64,high,f,5.568788501026694,5,mpi,04103
4733,49,carnation,violets,dist1,lower-right,eSEniSp2,orderA,0,nelke,7.82,high,f,5.568788501026694,5,mpi,04103
9556,50,satellite,satellite,target,upper-left,eSEniSp2,orderA,1,satellit,8.94,high,f,5.568788501026694,5,mpi,04103
4803,51,flounder,flounder,target,lower-right,eSEniSp2,orderA,1,flunder,6.95,high,f,5.568788501026694,5,mpi,04103
3771,52,cello,cello,target,lower-left,eSEniSp2,orderA,1,cello,8.67,high,f,5.568788501026694,5,mpi,04103
29016,1,door,door,target,lower-left,etJRA4Hs,orderB,1,tür,3.12,low,f,3.1731690622861053,3,mpi,04103
14692,2,stairs,stairs,target,lower-right,etJRA4Hs,orderB,1,treppe,3.25,low,f,3.1731690622861053,3,mpi,04103
13883,3,eye,eye,target,upper-left,etJRA4Hs,orderB,1,auge,2.69,low,f,3.1731690622861053,3,mpi,04103
14916,4,desk,desk,target,lower-left,etJRA4Hs,orderB,1,schreibtisch,3.2,low,f,3.1731690622861053,3,mpi,04103
5655,5,star,star,target,upper-left,etJRA4Hs,orderB,1,stern,3.29,low,f,3.1731690622861053,3,mpi,04103
9592,6,squirrel,squirrel,target,lower-left,etJRA4Hs,orderB,1,eichhörnchen,2.6,low,f,3.1731690622861053,3,mpi,04103
17411,7,cap,cap,target,upper-right,etJRA4Hs,orderB,1,mütze,1.95,low,f,3.1731690622861053,3,mpi,04103
12677,8,telephone,telephone,target,upper-right,etJRA4Hs,orderB,1,telefon,3.53,middle,f,3.1731690622861053,3,mpi,04103
21982,9,strawberry,strawberry,target,upper-left,etJRA4Hs,orderB,1,erdbeere,3.47,low,f,3.1731690622861053,3,mpi,04103
12987,10,scissors,scissors,target,upper-right,etJRA4Hs,orderB,1,schere,3.38,low,f,3.1731690622861053,3,mpi,04103
5866,11,bone,bone,target,lower-right,etJRA4Hs,orderB,1,knochen,4.64,middle,f,3.1731690622861053,3,mpi,04103
6199,12,paintbrush,paintbrush,target,lower-left,etJRA4Hs,orderB,1,pinsel,3.43,low,f,3.1731690622861053,3,mpi,04103
7061,13,fryingpan,fryingpan,target,upper-left,etJRA4Hs,orderB,1,pfanne,4.16,middle,f,3.1731690622861053,3,mpi,04103
9799,14,carrot,carrot,target,lower-right,etJRA4Hs,orderB,1,möhre,3.36,low,f,3.1731690622861053,3,mpi,04103
6915,15,plane,plane,target,lower-left,etJRA4Hs,orderB,1,flugzeug,3.24,low,f,3.1731690622861053,3,mpi,04103
6481,16,tiger,tiger,target,upper-right,etJRA4Hs,orderB,1,tiger,3.88,middle,f,3.1731690622861053,3,mpi,04103
9639,17,snake,snake,target,upper-left,etJRA4Hs,orderB,1,schlange,2,low,f,3.1731690622861053,3,mpi,04103
7699,18,apple,apple,target,upper-left,etJRA4Hs,orderB,1,apfel,2.71,low,f,3.1731690622861053,3,mpi,04103
27648,19,battery,battery,target,lower-right,etJRA4Hs,orderB,1,batterie,5.94,middle,f,3.1731690622861053,3,mpi,04103
16659,20,flag,flag,target,lower-right,etJRA4Hs,orderB,1,flagge,5.86,middle,f,3.1731690622861053,3,mpi,04103
12947,21,ladder,ladder,target,upper-right,etJRA4Hs,orderB,1,leiter,4.47,middle,f,3.1731690622861053,3,mpi,04103
6866,22,fish,fish,target,lower-left,etJRA4Hs,orderB,1,fisch,2.76,low,f,3.1731690622861053,3,mpi,04103
8280,23,giraffe,giraffe,target,upper-left,etJRA4Hs,orderB,1,giraffe,3.79,middle,f,3.1731690622861053,3,mpi,04103
10845,24,ant,ant,target,upper-right,etJRA4Hs,orderB,1,ameise,4.6,middle,f,3.1731690622861053,3,mpi,04103
6210,25,bicycle,bicycle,target,upper-right,etJRA4Hs,orderB,1,fahrrad,3.8,middle,f,3.1731690622861053,3,mpi,04103
29187,26,ruin,goalkeeper,dist3,upper-left,etJRA4Hs,orderB,0,ruine,6.21,high,f,3.1731690622861053,3,mpi,04103
18195,27,choir,keyboard,dist3,lower-left,etJRA4Hs,orderB,0,chor,7.19,high,f,3.1731690622861053,3,mpi,04103
8485,28,pineapple,pineapple,target,lower-right,etJRA4Hs,orderB,1,ananas,4.1,middle,f,3.1731690622861053,3,mpi,04103
5980,29,zebra,zebra,target,upper-right,etJRA4Hs,orderB,1,zebra,3.65,middle,f,3.1731690622861053,3,mpi,04103
