responseTime,trial,targetWord,chosenWord,chosenCategory,chosenPosition,subjID,order,correct,german,aoa_german_comb,group,sex,age,age_group,source
3175,8,plane,plane,target,lower-left,fcxGDYKo,orderA,1,flugzeug,3.24,low,m,4.191649555099247,4,new items
2752,9,paintbrush,paintbrush,target,lower-left,fcxGDYKo,orderA,1,pinsel,3.43,low,m,4.191649555099247,4,original CLT items
3364,10,telephone,telephone,target,upper-right,fcxGDYKo,orderA,1,telefon,3.53,middle,m,4.191649555099247,4,original CLT items
2521,11,snake,snake,target,upper-left,fcxGDYKo,orderA,1,schlange,2,low,m,4.191649555099247,4,original CLT items
2605,12,carrot,carrot,target,lower-right,fcxGDYKo,orderA,1,möhre,3.36,low,m,4.191649555099247,4,original CLT items
3209,13,star,star,target,upper-left,fcxGDYKo,orderA,1,stern,3.29,low,m,4.191649555099247,4,original CLT items
3026,14,scissors,scissors,target,upper-right,fcxGDYKo,orderA,1,schere,3.38,low,m,4.191649555099247,4,original CLT items
5620,15,tiger,tiger,target,upper-right,fcxGDYKo,orderA,1,tiger,3.88,middle,m,4.191649555099247,4,original CLT items
2993,16,bone,bone,target,lower-right,fcxGDYKo,orderA,1,knochen,4.64,middle,m,4.191649555099247,4,original CLT items
2732,17,apple,apple,target,upper-left,fcxGDYKo,orderA,1,apfel,2.71,low,m,4.191649555099247,4,original CLT items
3456,18,fish,fish,target,lower-left,fcxGDYKo,orderA,1,fisch,2.76,low,m,4.191649555099247,4,original CLT items
2650,19,ant,ant,target,upper-right,fcxGDYKo,orderA,1,ameise,4.6,middle,m,4.191649555099247,4,original CLT items
1432,20,belt,belt,target,lower-right,fcxGDYKo,orderA,1,gürtel,4.11,middle,m,4.191649555099247,4,original CLT items
4290,21,fryingpan,fryingpan,target,upper-left,fcxGDYKo,orderA,1,pfanne,4.16,middle,m,4.191649555099247,4,new items
4877,22,zebra,zebra,target,upper-right,fcxGDYKo,orderA,1,zebra,3.65,middle,m,4.191649555099247,4,original CLT items
4479,23,needle,needle,target,upper-left,fcxGDYKo,orderA,1,nadel,4.22,middle,m,4.191649555099247,4,original CLT items
3409,24,bicycle,bicycle,target,upper-right,fcxGDYKo,orderA,1,fahrrad,3.8,middle,m,4.191649555099247,4,original CLT items
4097,25,ladder,ladder,target,upper-right,fcxGDYKo,orderA,1,leiter,4.47,middle,m,4.191649555099247,4,original CLT items
2754,26,battery,battery,target,lower-right,fcxGDYKo,orderA,1,batterie,5.94,middle,m,4.191649555099247,4,original CLT items
6207,27,elk,elk,target,upper-left,fcxGDYKo,orderA,1,elch,6.28,high,m,4.191649555099247,4,new items
5982,28,choir,pipe,dist2,upper-left,fcxGDYKo,orderA,0,chor,7.19,high,m,4.191649555099247,4,new items
2341,29,kangaroo,kangaroo,target,lower-left,fcxGDYKo,orderA,1,känguru,5.89,middle,m,4.191649555099247,4,original CLT items
3021,30,ventilator,ventilator,target,upper-right,fcxGDYKo,orderA,1,ventilator,6.59,high,m,4.191649555099247,4,new items
9238,31,arugula,dracula,dist2,upper-left,fcxGDYKo,orderA,0,rucola,6.18,high,m,4.191649555099247,4,new items
3087,32,flag,flag,target,lower-right,fcxGDYKo,orderA,1,flagge,5.86,middle,m,4.191649555099247,4,original CLT items
3518,33,giraffe,giraffe,target,upper-left,fcxGDYKo,orderA,1,giraffe,3.79,middle,m,4.191649555099247,4,original CLT items
4536,34,palmtree,palmtree,target,lower-left,fcxGDYKo,orderA,1,palme,6.57,high,m,4.191649555099247,4,new items
2416,35,pineapple,pineapple,target,lower-right,fcxGDYKo,orderA,1,ananas,4.1,middle,m,4.191649555099247,4,original CLT items
3936,36,ocean,ocean,target,upper-left,fcxGDYKo,orderA,1,ozean,6.46,high,m,4.191649555099247,4,new items
5079,37,gazelle,gazelle,target,lower-right,fcxGDYKo,orderA,1,gazelle,6.31,high,m,4.191649555099247,4,new items
3514,38,ruler,ruler,target,lower-left,fcxGDYKo,orderA,1,lineal,4.9,middle,m,4.191649555099247,4,original CLT items
6361,39,badger,badger,target,lower-left,fcxGDYKo,orderA,1,dachs,6.17,high,m,4.191649555099247,4,new items
5195,40,chanterelle,chanterelle,target,upper-left,fcxGDYKo,orderA,1,pfifferling,7.13,high,m,4.191649555099247,4,new items
6303,41,ruin,ruin,target,lower-right,fcxGDYKo,orderA,1,ruine,6.21,high,m,4.191649555099247,4,new items
4738,42,labyrinth,labyrinth,target,lower-left,fcxGDYKo,orderA,1,labyrinth,6.63,high,m,4.191649555099247,4,new items
4777,43,mushroom,mushroom,target,lower-right,fcxGDYKo,orderA,1,pilz,3.67,middle,m,4.191649555099247,4,original CLT items
6610,44,orchid,orchid,target,lower-left,fcxGDYKo,orderA,1,orchidee,9.76,high,m,4.191649555099247,4,new items
3922,45,zucchini,zucchini,target,upper-right,fcxGDYKo,orderA,1,zucchini,5.95,middle,m,4.191649555099247,4,new items
21499,46,kayak,kayak,target,upper-left,fcxGDYKo,orderA,1,kajak,8.82,high,m,4.191649555099247,4,new items
11796,47,lobster,microscope,dist3,upper-left,fcxGDYKo,orderA,0,hummer,8,high,m,4.191649555099247,4,new items
16062,48,jaguar,jaguar,target,lower-right,fcxGDYKo,orderA,1,jaguar,7.64,high,m,4.191649555099247,4,new items
6565,49,carnation,carnation,target,upper-right,fcxGDYKo,orderA,1,nelke,7.82,high,m,4.191649555099247,4,new items
3841,50,satellite,satellite,target,upper-left,fcxGDYKo,orderA,1,satellit,8.94,high,m,4.191649555099247,4,new items
4892,51,flounder,flounder,target,lower-right,fcxGDYKo,orderA,1,flunder,6.95,high,m,4.191649555099247,4,new items
7938,52,cello,harp,dist1,lower-right,fcxGDYKo,orderA,0,cello,8.67,high,m,4.191649555099247,4,new items
4393,1,door,door,target,lower-left,FddDJWAH,orderB,1,tür,3.12,low,f,4.462696783025325,4,original CLT items
4047,2,stairs,stairs,target,lower-right,FddDJWAH,orderB,1,treppe,3.25,low,f,4.462696783025325,4,original CLT items
3249,3,eye,eye,target,upper-left,FddDJWAH,orderB,1,auge,2.69,low,f,4.462696783025325,4,original CLT items
6712,4,desk,desk,target,lower-left,FddDJWAH,orderB,1,schreibtisch,3.2,low,f,4.462696783025325,4,original CLT items
2798,5,star,star,target,upper-left,FddDJWAH,orderB,1,stern,3.29,low,f,4.462696783025325,4,original CLT items
2454,6,squirrel,squirrel,target,lower-left,FddDJWAH,orderB,1,eichhörnchen,2.6,low,f,4.462696783025325,4,original CLT items
2419,7,cap,cap,target,upper-right,FddDJWAH,orderB,1,mütze,1.95,low,f,4.462696783025325,4,original CLT items
12896,8,telephone,telephone,target,upper-right,FddDJWAH,orderB,1,telefon,3.53,middle,f,4.462696783025325,4,original CLT items
2161,9,strawberry,strawberry,target,upper-left,FddDJWAH,orderB,1,erdbeere,3.47,low,f,4.462696783025325,4,original CLT items
3750,10,scissors,scissors,target,upper-right,FddDJWAH,orderB,1,schere,3.38,low,f,4.462696783025325,4,original CLT items
2117,11,bone,bone,target,lower-right,FddDJWAH,orderB,1,knochen,4.64,middle,f,4.462696783025325,4,original CLT items
2996,12,paintbrush,paintbrush,target,lower-left,FddDJWAH,orderB,1,pinsel,3.43,low,f,4.462696783025325,4,original CLT items
1946,13,fryingpan,fryingpan,target,upper-left,FddDJWAH,orderB,1,pfanne,4.16,middle,f,4.462696783025325,4,new items
2317,14,carrot,carrot,target,lower-right,FddDJWAH,orderB,1,möhre,3.36,low,f,4.462696783025325,4,original CLT items
2090,15,plane,plane,target,lower-left,FddDJWAH,orderB,1,flugzeug,3.24,low,f,4.462696783025325,4,new items
1759,16,tiger,tiger,target,upper-right,FddDJWAH,orderB,1,tiger,3.88,middle,f,4.462696783025325,4,original CLT items
1769,17,snake,snake,target,upper-left,FddDJWAH,orderB,1,schlange,2,low,f,4.462696783025325,4,original CLT items
22389,18,apple,apple,target,upper-left,FddDJWAH,orderB,1,apfel,2.71,low,f,4.462696783025325,4,original CLT items
3011,19,battery,battery,target,lower-right,FddDJWAH,orderB,1,batterie,5.94,middle,f,4.462696783025325,4,original CLT items
6408,20,flag,flag,target,lower-right,FddDJWAH,orderB,1,flagge,5.86,middle,f,4.462696783025325,4,original CLT items
3466,21,ladder,ladder,target,upper-right,FddDJWAH,orderB,1,leiter,4.47,middle,f,4.462696783025325,4,original CLT items
5986,22,fish,fish,target,lower-left,FddDJWAH,orderB,1,fisch,2.76,low,f,4.462696783025325,4,original CLT items
5622,23,giraffe,giraffe,target,upper-left,FddDJWAH,orderB,1,giraffe,3.79,middle,f,4.462696783025325,4,original CLT items
3178,24,ant,ant,target,upper-right,FddDJWAH,orderB,1,ameise,4.6,middle,f,4.462696783025325,4,original CLT items
3175,25,bicycle,bicycle,target,upper-right,FddDJWAH,orderB,1,fahrrad,3.8,middle,f,4.462696783025325,4,original CLT items
7906,26,ruin,ruin,target,lower-right,FddDJWAH,orderB,1,ruine,6.21,high,f,4.462696783025325,4,new items
10185,27,choir,orchestra,dist1,lower-right,FddDJWAH,orderB,0,chor,7.19,high,f,4.462696783025325,4,new items
2367,28,pineapple,pineapple,target,lower-right,FddDJWAH,orderB,1,ananas,4.1,middle,f,4.462696783025325,4,original CLT items
1818,29,zebra,zebra,target,upper-right,FddDJWAH,orderB,1,zebra,3.65,middle,f,4.462696783025325,4,original CLT items
1828,30,belt,belt,target,lower-right,FddDJWAH,orderB,1,gürtel,4.11,middle,f,4.462696783025325,4,original CLT items
1506,31,mushroom,mushroom,target,lower-right,FddDJWAH,orderB,1,pilz,3.67,middle,f,4.462696783025325,4,original CLT items
2354,32,elk,elk,target,upper-left,FddDJWAH,orderB,1,elch,6.28,high,f,4.462696783025325,4,new items
2915,33,needle,needle,target,upper-left,FddDJWAH,orderB,1,nadel,4.22,middle,f,4.462696783025325,4,original CLT items
4973,34,arugula,brusselsprouts,dist1,lower-left,FddDJWAH,orderB,0,rucola,6.18,high,f,4.462696783025325,4,new items
5099,35,palmtree,palmtree,target,lower-left,FddDJWAH,orderB,1,palme,6.57,high,f,4.462696783025325,4,new items
1979,36,kangaroo,kangaroo,target,lower-left,FddDJWAH,orderB,1,känguru,5.89,middle,f,4.462696783025325,4,original CLT items
2777,37,gazelle,gazelle,target,lower-right,FddDJWAH,orderB,1,gazelle,6.31,high,f,4.462696783025325,4,new items
8835,38,badger,badger,target,lower-left,FddDJWAH,orderB,1,dachs,6.17,high,f,4.462696783025325,4,new items
22368,39,chanterelle,chanterelle,target,upper-left,FddDJWAH,orderB,1,pfifferling,7.13,high,f,4.462696783025325,4,new items
4477,40,orchid,orchid,target,lower-left,FddDJWAH,orderB,1,orchidee,9.76,high,f,4.462696783025325,4,new items
7319,41,carnation,violets,dist1,lower-right,FddDJWAH,orderB,0,nelke,7.82,high,f,4.462696783025325,4,new items
3622,42,ventilator,ventilator,target,upper-right,FddDJWAH,orderB,1,ventilator,6.59,high,f,4.462696783025325,4,new items
3906,43,labyrinth,labyrinth,target,lower-left,FddDJWAH,orderB,1,labyrinth,6.63,high,f,4.462696783025325,4,new items
2956,44,ocean,ocean,target,upper-left,FddDJWAH,orderB,1,ozean,6.46,high,f,4.462696783025325,4,new items
8038,45,lobster,lobster,target,upper-right,FddDJWAH,orderB,1,hummer,8,high,f,4.462696783025325,4,new items
4290,46,cello,cello,target,lower-left,FddDJWAH,orderB,1,cello,8.67,high,f,4.462696783025325,4,new items
8214,47,kayak,boomerang,dist3,lower-right,FddDJWAH,orderB,0,kajak,8.82,high,f,4.462696783025325,4,new items
4055,48,ruler,ruler,target,lower-left,FddDJWAH,orderB,1,lineal,4.9,middle,f,4.462696783025325,4,original CLT items
2382,49,jaguar,jaguar,target,lower-right,FddDJWAH,orderB,1,jaguar,7.64,high,f,4.462696783025325,4,new items
6461,50,flounder,elderberry,dist2,upper-left,FddDJWAH,orderB,0,flunder,6.95,high,f,4.462696783025325,4,new items
13435,51,satellite,satellite,target,upper-left,FddDJWAH,orderB,1,satellit,8.94,high,f,4.462696783025325,4,new items
3097,52,zucchini,zucchini,target,upper-right,FddDJWAH,orderB,1,zucchini,5.95,middle,f,4.462696783025325,4,new items
3588,1,door,door,target,lower-left,fEnDVZEZ,orderB,1,tür,3.12,low,m,7.301848049281314,7,original CLT items
3020,2,stairs,stairs,target,lower-right,fEnDVZEZ,orderB,1,treppe,3.25,low,m,7.301848049281314,7,original CLT items
3378,3,eye,eye,target,upper-left,fEnDVZEZ,orderB,1,auge,2.69,low,m,7.301848049281314,7,original CLT items
3532,4,desk,desk,target,lower-left,fEnDVZEZ,orderB,1,schreibtisch,3.2,low,m,7.301848049281314,7,original CLT items
2627,5,star,star,target,upper-left,fEnDVZEZ,orderB,1,stern,3.29,low,m,7.301848049281314,7,original CLT items
2436,6,squirrel,squirrel,target,lower-left,fEnDVZEZ,orderB,1,eichhörnchen,2.6,low,m,7.301848049281314,7,original CLT items
2192,7,cap,cap,target,upper-right,fEnDVZEZ,orderB,1,mütze,1.95,low,m,7.301848049281314,7,original CLT items
3214,8,telephone,telephone,target,upper-right,fEnDVZEZ,orderB,1,telefon,3.53,middle,m,7.301848049281314,7,original CLT items
1813,9,strawberry,strawberry,target,upper-left,fEnDVZEZ,orderB,1,erdbeere,3.47,low,m,7.301848049281314,7,original CLT items
2109,10,scissors,scissors,target,upper-right,fEnDVZEZ,orderB,1,schere,3.38,low,m,7.301848049281314,7,original CLT items
1731,11,bone,bone,target,lower-right,fEnDVZEZ,orderB,1,knochen,4.64,middle,m,7.301848049281314,7,original CLT items
1852,12,paintbrush,paintbrush,target,lower-left,fEnDVZEZ,orderB,1,pinsel,3.43,low,m,7.301848049281314,7,original CLT items
4186,13,fryingpan,fryingpan,target,upper-left,fEnDVZEZ,orderB,1,pfanne,4.16,middle,m,7.301848049281314,7,new items
1719,14,carrot,carrot,target,lower-right,fEnDVZEZ,orderB,1,möhre,3.36,low,m,7.301848049281314,7,original CLT items
1666,15,plane,plane,target,lower-left,fEnDVZEZ,orderB,1,flugzeug,3.24,low,m,7.301848049281314,7,new items
1581,16,tiger,tiger,target,upper-right,fEnDVZEZ,orderB,1,tiger,3.88,middle,m,7.301848049281314,7,original CLT items
1353,17,snake,snake,target,upper-left,fEnDVZEZ,orderB,1,schlange,2,low,m,7.301848049281314,7,original CLT items
1323,18,apple,apple,target,upper-left,fEnDVZEZ,orderB,1,apfel,2.71,low,m,7.301848049281314,7,original CLT items
2317,19,battery,battery,target,lower-right,fEnDVZEZ,orderB,1,batterie,5.94,middle,m,7.301848049281314,7,original CLT items
1701,20,flag,flag,target,lower-right,fEnDVZEZ,orderB,1,flagge,5.86,middle,m,7.301848049281314,7,original CLT items
3057,21,ladder,ladder,target,upper-right,fEnDVZEZ,orderB,1,leiter,4.47,middle,m,7.301848049281314,7,original CLT items
4073,22,fish,fish,target,lower-left,fEnDVZEZ,orderB,1,fisch,2.76,low,m,7.301848049281314,7,original CLT items
3349,23,giraffe,giraffe,target,upper-left,fEnDVZEZ,orderB,1,giraffe,3.79,middle,m,7.301848049281314,7,original CLT items
3737,24,ant,ant,target,upper-right,fEnDVZEZ,orderB,1,ameise,4.6,middle,m,7.301848049281314,7,original CLT items
2724,25,bicycle,bicycle,target,upper-right,fEnDVZEZ,orderB,1,fahrrad,3.8,middle,m,7.301848049281314,7,original CLT items
16099,26,ruin,ruin,target,lower-right,fEnDVZEZ,orderB,1,ruine,6.21,high,m,7.301848049281314,7,new items
26696,27,choir,pipe,dist2,upper-left,fEnDVZEZ,orderB,0,chor,7.19,high,m,7.301848049281314,7,new items
2767,28,pineapple,pineapple,target,lower-right,fEnDVZEZ,orderB,1,ananas,4.1,middle,m,7.301848049281314,7,original CLT items
1645,29,zebra,zebra,target,upper-right,fEnDVZEZ,orderB,1,zebra,3.65,middle,m,7.301848049281314,7,original CLT items
2519,30,belt,belt,target,lower-right,fEnDVZEZ,orderB,1,gürtel,4.11,middle,m,7.301848049281314,7,original CLT items
1410,31,mushroom,mushroom,target,lower-right,fEnDVZEZ,orderB,1,pilz,3.67,middle,m,7.301848049281314,7,original CLT items
2989,32,elk,elk,target,upper-left,fEnDVZEZ,orderB,1,elch,6.28,high,m,7.301848049281314,7,new items
1913,33,needle,needle,target,upper-left,fEnDVZEZ,orderB,1,nadel,4.22,middle,m,7.301848049281314,7,original CLT items
29086,34,arugula,arugula,target,lower-right,fEnDVZEZ,orderB,1,rucola,6.18,high,m,7.301848049281314,7,new items
7986,35,palmtree,palmtree,target,lower-left,fEnDVZEZ,orderB,1,palme,6.57,high,m,7.301848049281314,7,new items
2313,36,kangaroo,kangaroo,target,lower-left,fEnDVZEZ,orderB,1,känguru,5.89,middle,m,7.301848049281314,7,original CLT items
2389,37,gazelle,gazelle,target,lower-right,fEnDVZEZ,orderB,1,gazelle,6.31,high,m,7.301848049281314,7,new items
4997,38,badger,badger,target,lower-left,fEnDVZEZ,orderB,1,dachs,6.17,high,m,7.301848049281314,7,new items
20130,39,chanterelle,chanterelle,target,upper-left,fEnDVZEZ,orderB,1,pfifferling,7.13,high,m,7.301848049281314,7,new items
13333,40,orchid,orchid,target,lower-left,fEnDVZEZ,orderB,1,orchidee,9.76,high,m,7.301848049281314,7,new items
6247,41,carnation,carnation,target,upper-right,fEnDVZEZ,orderB,1,nelke,7.82,high,m,7.301848049281314,7,new items
2474,42,ventilator,ventilator,target,upper-right,fEnDVZEZ,orderB,1,ventilator,6.59,high,m,7.301848049281314,7,new items
3198,43,labyrinth,labyrinth,target,lower-left,fEnDVZEZ,orderB,1,labyrinth,6.63,high,m,7.301848049281314,7,new items
4768,44,ocean,ocean,target,upper-left,fEnDVZEZ,orderB,1,ozean,6.46,high,m,7.301848049281314,7,new items
9315,45,lobster,lobster,target,upper-right,fEnDVZEZ,orderB,1,hummer,8,high,m,7.301848049281314,7,new items
5857,46,cello,cello,target,lower-left,fEnDVZEZ,orderB,1,cello,8.67,high,m,7.301848049281314,7,new items
10093,47,kayak,sailingboat,dist1,lower-left,fEnDVZEZ,orderB,0,kajak,8.82,high,m,7.301848049281314,7,new items
3719,48,ruler,ruler,target,lower-left,fEnDVZEZ,orderB,1,lineal,4.9,middle,m,7.301848049281314,7,original CLT items
2570,49,jaguar,panther,dist1,lower-left,fEnDVZEZ,orderB,0,jaguar,7.64,high,m,7.301848049281314,7,new items
5706,50,flounder,flounder,target,lower-right,fEnDVZEZ,orderB,1,flunder,6.95,high,m,7.301848049281314,7,new items
3589,51,satellite,satellite,target,upper-left,fEnDVZEZ,orderB,1,satellit,8.94,high,m,7.301848049281314,7,new items
4741,52,zucchini,zucchini,target,upper-right,fEnDVZEZ,orderB,1,zucchini,5.95,middle,m,7.301848049281314,7,new items
3017,1,door,door,target,lower-left,FfikcWMD,orderB,1,tür,3.12,low,f,6.713210130047912,6,original CLT items
2959,2,stairs,stairs,target,lower-right,FfikcWMD,orderB,1,treppe,3.25,low,f,6.713210130047912,6,original CLT items
2885,3,eye,eye,target,upper-left,FfikcWMD,orderB,1,auge,2.69,low,f,6.713210130047912,6,original CLT items
3239,4,desk,desk,target,lower-left,FfikcWMD,orderB,1,schreibtisch,3.2,low,f,6.713210130047912,6,original CLT items
2564,5,star,star,target,upper-left,FfikcWMD,orderB,1,stern,3.29,low,f,6.713210130047912,6,original CLT items
2378,6,squirrel,squirrel,target,lower-left,FfikcWMD,orderB,1,eichhörnchen,2.6,low,f,6.713210130047912,6,original CLT items
1901,7,cap,cap,target,upper-right,FfikcWMD,orderB,1,mütze,1.95,low,f,6.713210130047912,6,original CLT items
2056,8,telephone,telephone,target,upper-right,FfikcWMD,orderB,1,telefon,3.53,middle,f,6.713210130047912,6,original CLT items
1934,9,strawberry,strawberry,target,upper-left,FfikcWMD,orderB,1,erdbeere,3.47,low,f,6.713210130047912,6,original CLT items
1833,10,scissors,scissors,target,upper-right,FfikcWMD,orderB,1,schere,3.38,low,f,6.713210130047912,6,original CLT items
1631,11,bone,bone,target,lower-right,FfikcWMD,orderB,1,knochen,4.64,middle,f,6.713210130047912,6,original CLT items
1759,12,paintbrush,paintbrush,target,lower-left,FfikcWMD,orderB,1,pinsel,3.43,low,f,6.713210130047912,6,original CLT items
1589,13,fryingpan,fryingpan,target,upper-left,FfikcWMD,orderB,1,pfanne,4.16,middle,f,6.713210130047912,6,new items
1896,14,carrot,carrot,target,lower-right,FfikcWMD,orderB,1,möhre,3.36,low,f,6.713210130047912,6,original CLT items
1740,15,plane,plane,target,lower-left,FfikcWMD,orderB,1,flugzeug,3.24,low,f,6.713210130047912,6,new items
1847,16,tiger,tiger,target,upper-right,FfikcWMD,orderB,1,tiger,3.88,middle,f,6.713210130047912,6,original CLT items
1894,17,snake,snake,target,upper-left,FfikcWMD,orderB,1,schlange,2,low,f,6.713210130047912,6,original CLT items
1462,18,apple,apple,target,upper-left,FfikcWMD,orderB,1,apfel,2.71,low,f,6.713210130047912,6,original CLT items
2585,19,battery,battery,target,lower-right,FfikcWMD,orderB,1,batterie,5.94,middle,f,6.713210130047912,6,original CLT items
2055,20,flag,flag,target,lower-right,FfikcWMD,orderB,1,flagge,5.86,middle,f,6.713210130047912,6,original CLT items
3177,21,ladder,ladder,target,upper-right,FfikcWMD,orderB,1,leiter,4.47,middle,f,6.713210130047912,6,original CLT items
2617,22,fish,fish,target,lower-left,FfikcWMD,orderB,1,fisch,2.76,low,f,6.713210130047912,6,original CLT items
2570,23,giraffe,giraffe,target,upper-left,FfikcWMD,orderB,1,giraffe,3.79,middle,f,6.713210130047912,6,original CLT items
2395,24,ant,ant,target,upper-right,FfikcWMD,orderB,1,ameise,4.6,middle,f,6.713210130047912,6,original CLT items
2802,25,bicycle,bicycle,target,upper-right,FfikcWMD,orderB,1,fahrrad,3.8,middle,f,6.713210130047912,6,original CLT items
10082,26,ruin,fortress,dist1,upper-right,FfikcWMD,orderB,0,ruine,6.21,high,f,6.713210130047912,6,new items
5926,27,choir,orchestra,dist1,lower-right,FfikcWMD,orderB,0,chor,7.19,high,f,6.713210130047912,6,new items
1859,28,pineapple,pineapple,target,lower-right,FfikcWMD,orderB,1,ananas,4.1,middle,f,6.713210130047912,6,original CLT items
2067,29,zebra,zebra,target,upper-right,FfikcWMD,orderB,1,zebra,3.65,middle,f,6.713210130047912,6,original CLT items
2461,30,belt,belt,target,lower-right,FfikcWMD,orderB,1,gürtel,4.11,middle,f,6.713210130047912,6,original CLT items
1498,31,mushroom,mushroom,target,lower-right,FfikcWMD,orderB,1,pilz,3.67,middle,f,6.713210130047912,6,original CLT items
2054,32,elk,elk,target,upper-left,FfikcWMD,orderB,1,elch,6.28,high,f,6.713210130047912,6,new items
1897,33,needle,needle,target,upper-left,FfikcWMD,orderB,1,nadel,4.22,middle,f,6.713210130047912,6,original CLT items
3151,34,arugula,arugula,target,lower-right,FfikcWMD,orderB,1,rucola,6.18,high,f,6.713210130047912,6,new items
2127,35,palmtree,palmtree,target,lower-left,FfikcWMD,orderB,1,palme,6.57,high,f,6.713210130047912,6,new items
4332,36,kangaroo,kangaroo,target,lower-left,FfikcWMD,orderB,1,känguru,5.89,middle,f,6.713210130047912,6,original CLT items
2179,37,gazelle,gazelle,target,lower-right,FfikcWMD,orderB,1,gazelle,6.31,high,f,6.713210130047912,6,new items
2146,38,badger,badger,target,lower-left,FfikcWMD,orderB,1,dachs,6.17,high,f,6.713210130047912,6,new items
5420,39,chanterelle,chanterelle,target,upper-left,FfikcWMD,orderB,1,pfifferling,7.13,high,f,6.713210130047912,6,new items
6104,40,orchid,orchid,target,lower-left,FfikcWMD,orderB,1,orchidee,9.76,high,f,6.713210130047912,6,new items
5788,41,carnation,carnation,target,upper-right,FfikcWMD,orderB,1,nelke,7.82,high,f,6.713210130047912,6,new items
2864,42,ventilator,ventilator,target,upper-right,FfikcWMD,orderB,1,ventilator,6.59,high,f,6.713210130047912,6,new items
2150,43,labyrinth,labyrinth,target,lower-left,FfikcWMD,orderB,1,labyrinth,6.63,high,f,6.713210130047912,6,new items
2736,44,ocean,ocean,target,upper-left,FfikcWMD,orderB,1,ozean,6.46,high,f,6.713210130047912,6,new items
3392,45,lobster,lobster,target,upper-right,FfikcWMD,orderB,1,hummer,8,high,f,6.713210130047912,6,new items
15981,46,cello,cello,target,lower-left,FfikcWMD,orderB,1,cello,8.67,high,f,6.713210130047912,6,new items
2551,47,kayak,kayak,target,upper-left,FfikcWMD,orderB,1,kajak,8.82,high,f,6.713210130047912,6,new items
2436,48,ruler,ruler,target,lower-left,FfikcWMD,orderB,1,lineal,4.9,middle,f,6.713210130047912,6,original CLT items
3231,49,jaguar,panther,dist1,lower-left,FfikcWMD,orderB,0,jaguar,7.64,high,f,6.713210130047912,6,new items
5819,50,flounder,flounder,target,lower-right,FfikcWMD,orderB,1,flunder,6.95,high,f,6.713210130047912,6,new items
3523,51,satellite,meteorid,dist2,lower-right,FfikcWMD,orderB,0,satellit,8.94,high,f,6.713210130047912,6,new items
2201,52,zucchini,zucchini,target,upper-right,FfikcWMD,orderB,1,zucchini,5.95,middle,f,6.713210130047912,6,new items
4764,1,squirrel,squirrel,target,lower-left,fiUQ8kNP,orderA,1,eichhörnchen,2.6,low,f,6.669404517453799,6,original CLT items
4275,2,cap,cap,target,upper-right,fiUQ8kNP,orderA,1,mütze,1.95,low,f,6.669404517453799,6,original CLT items
3394,3,door,door,target,lower-left,fiUQ8kNP,orderA,1,tür,3.12,low,f,6.669404517453799,6,original CLT items
4033,4,stairs,stairs,target,lower-right,fiUQ8kNP,orderA,1,treppe,3.25,low,f,6.669404517453799,6,original CLT items
3757,5,desk,desk,target,lower-left,fiUQ8kNP,orderA,1,schreibtisch,3.2,low,f,6.669404517453799,6,original CLT items
2881,6,strawberry,strawberry,target,upper-left,fiUQ8kNP,orderA,1,erdbeere,3.47,low,f,6.669404517453799,6,original CLT items
2377,7,eye,eye,target,upper-left,fiUQ8kNP,orderA,1,auge,2.69,low,f,6.669404517453799,6,original CLT items
3114,8,plane,plane,target,lower-left,fiUQ8kNP,orderA,1,flugzeug,3.24,low,f,6.669404517453799,6,new items
2490,9,paintbrush,paintbrush,target,lower-left,fiUQ8kNP,orderA,1,pinsel,3.43,low,f,6.669404517453799,6,original CLT items
3471,10,telephone,telephone,target,upper-right,fiUQ8kNP,orderA,1,telefon,3.53,middle,f,6.669404517453799,6,original CLT items
2341,11,snake,snake,target,upper-left,fiUQ8kNP,orderA,1,schlange,2,low,f,6.669404517453799,6,original CLT items
3066,12,carrot,carrot,target,lower-right,fiUQ8kNP,orderA,1,möhre,3.36,low,f,6.669404517453799,6,original CLT items
3004,13,star,star,target,upper-left,fiUQ8kNP,orderA,1,stern,3.29,low,f,6.669404517453799,6,original CLT items
2334,14,scissors,scissors,target,upper-right,fiUQ8kNP,orderA,1,schere,3.38,low,f,6.669404517453799,6,original CLT items
2591,15,tiger,tiger,target,upper-right,fiUQ8kNP,orderA,1,tiger,3.88,middle,f,6.669404517453799,6,original CLT items
2928,16,bone,bone,target,lower-right,fiUQ8kNP,orderA,1,knochen,4.64,middle,f,6.669404517453799,6,original CLT items
2859,17,apple,apple,target,upper-left,fiUQ8kNP,orderA,1,apfel,2.71,low,f,6.669404517453799,6,original CLT items
3071,18,fish,fish,target,lower-left,fiUQ8kNP,orderA,1,fisch,2.76,low,f,6.669404517453799,6,original CLT items
2839,19,ant,ant,target,upper-right,fiUQ8kNP,orderA,1,ameise,4.6,middle,f,6.669404517453799,6,original CLT items
2349,20,belt,belt,target,lower-right,fiUQ8kNP,orderA,1,gürtel,4.11,middle,f,6.669404517453799,6,original CLT items
3506,21,fryingpan,fryingpan,target,upper-left,fiUQ8kNP,orderA,1,pfanne,4.16,middle,f,6.669404517453799,6,new items
3497,22,zebra,zebra,target,upper-right,fiUQ8kNP,orderA,1,zebra,3.65,middle,f,6.669404517453799,6,original CLT items
